Player,Tm,Opp,Res,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,Data
Scotty Pippen ,MEM,MIL,W,26.9,5,8,0.625,1,3,0.333,5,5,1.0,0,3,3,1,1,0,3,2,16,11.2,2024-10-31
Ryan Dunn,PHO,LAC,W,34.3,6,12,0.5,4,9,0.444,0,0,0.0,1,3,4,0,1,0,0,5,16,10.6,2024-10-31
Amen Thompson,HOU,DAL,W,17.97,4,5,0.8,0,0,0.0,2,2,1.0,2,2,4,1,1,0,1,2,10,10.0,2024-10-31
Julian Champagnie,SAS,UTA,W,25.17,3,7,0.429,0,1,0.0,0,0,0.0,2,4,6,2,3,0,0,0,6,9.3,2024-10-31
Derrick Jones,LAC,PHO,L,24.32,4,10,0.4,1,3,0.333,2,2,1.0,1,2,3,2,3,0,0,5,11,9.3,2024-10-31
Kevin Porter,LAC,PHO,L,17.37,6,12,0.5,0,3,0.0,2,2,1.0,1,4,5,2,0,1,2,2,14,9.2,2024-10-31
Tyus Jones,PHO,LAC,W,33.17,3,8,0.375,1,4,0.25,0,0,0.0,0,3,3,11,0,0,1,3,7,9.0,2024-10-31
P.J. Washington,DAL,HOU,L,37.42,3,6,0.5,0,2,0.0,0,2,0.0,1,8,9,1,3,3,1,3,6,8.9,2024-10-31
Zach Edey,MEM,MIL,W,23.72,5,9,0.556,0,0,0.0,0,0,0.0,2,6,8,0,1,1,1,3,10,8.4,2024-10-31
Sandro Mamukelashvili,SAS,UTA,W,10.65,4,5,0.8,1,2,0.5,1,1,1.0,0,1,1,0,0,0,0,0,10,8.4,2024-10-31
Jeremy Sochan,SAS,UTA,W,31.12,5,13,0.385,1,4,0.25,0,2,0.0,2,3,5,3,2,1,1,2,11,8.4,2024-10-31
Delon Wright,MIL,MEM,L,20.7,3,4,0.75,2,2,1.0,0,0,0.0,0,1,1,2,0,1,0,2,8,8.0,2024-10-31
Kyle Filipowski,UTA,SAS,L,20.12,5,8,0.625,2,4,0.5,0,0,0.0,1,4,5,1,0,0,2,3,12,7.8,2024-10-31
Brandon Clarke,MEM,MIL,W,11.68,3,3,1.0,0,0,0.0,1,1,1.0,0,2,2,2,0,0,0,1,7,7.7,2024-10-31
Brook Lopez,MIL,MEM,L,23.58,4,8,0.5,3,6,0.5,1,2,0.5,0,3,3,1,0,0,0,4,12,7.6,2024-10-31
Terance Mann,LAC,PHO,L,31.18,4,8,0.5,0,2,0.0,0,0,0.0,3,1,4,2,1,0,0,3,8,7.6,2024-10-31
Walker Kessler,UTA,SAS,L,27.57,3,9,0.333,0,0,0.0,0,0,0.0,4,7,11,1,0,3,1,1,6,7.2,2024-10-31
Keldon Johnson,SAS,UTA,W,27.73,3,10,0.3,1,6,0.167,6,7,0.857,2,2,4,0,1,0,2,2,13,7.0,2024-10-31
Jusuf Nurkić,PHO,LAC,W,23.08,3,6,0.5,1,2,0.5,4,4,1.0,0,3,3,2,0,0,3,2,11,6.5,2024-10-31
Bobby Portis,MIL,MEM,L,24.93,5,14,0.357,1,5,0.2,0,0,0.0,5,2,7,0,1,0,1,2,11,6.5,2024-10-31
Klay Thompson,DAL,HOU,L,30.48,5,13,0.385,2,9,0.222,0,0,0.0,0,1,1,1,1,0,0,1,12,6.5,2024-10-31
Mason Plumlee,PHO,LAC,W,17.38,3,7,0.429,0,0,0.0,2,4,0.5,4,2,6,0,2,1,2,3,8,6.4,2024-10-31
Harrison Barnes,SAS,UTA,W,24.37,2,6,0.333,0,3,0.0,4,4,1.0,0,2,2,0,0,1,0,0,8,5.9,2024-10-31
Kris Dunn,LAC,PHO,L,23.53,2,5,0.4,2,2,1.0,0,0,0.0,3,1,4,2,0,0,0,3,6,5.9,2024-10-31
Nicolas Batum,LAC,PHO,L,21.5,1,4,0.25,1,3,0.333,0,0,0.0,1,4,5,3,0,4,1,2,3,5.6,2024-10-31
Malaki Branham,SAS,UTA,W,16.6,1,5,0.2,1,2,0.5,3,4,0.75,0,2,2,1,3,0,1,1,6,5.4,2024-10-31
Stephon Castle,SAS,UTA,W,20.93,3,8,0.375,1,2,0.5,1,2,0.5,2,2,4,1,1,0,0,4,8,5.3,2024-10-31
Daniel Gafford,DAL,HOU,L,15.08,3,4,0.75,0,0,0.0,0,0,0.0,1,2,3,1,0,2,1,4,6,5.2,2024-10-31
Taurean Prince,MIL,MEM,L,27.4,2,8,0.25,1,6,0.167,0,0,0.0,0,2,2,3,4,0,1,2,5,5.1,2024-10-31
Drew Eubanks,UTA,SAS,L,20.43,2,3,0.667,0,0,0.0,2,2,1.0,3,2,5,1,0,2,3,4,6,4.9,2024-10-31
Jaren Jackson,MEM,MIL,W,26.15,5,12,0.417,0,4,0.0,3,3,1.0,0,5,5,2,0,0,3,4,13,4.9,2024-10-31
Patty Mills,UTA,SAS,L,16.37,3,7,0.429,3,6,0.5,0,0,0.0,1,0,1,1,1,0,3,0,9,4.7,2024-10-31
Keyonte George,UTA,SAS,L,30.35,5,14,0.357,1,9,0.111,4,5,0.8,1,3,4,5,0,0,7,1,15,4.5,2024-10-31
Amir Coffey,LAC,PHO,L,10.47,2,3,0.667,1,1,1.0,2,3,0.667,0,1,1,0,0,0,0,3,7,4.4,2024-10-31
Dereck Lively,DAL,HOU,L,15.0,2,4,0.5,0,0,0.0,2,2,1.0,1,2,3,2,0,1,1,5,6,4.4,2024-10-31
Naji Marshall,DAL,HOU,L,21.63,2,3,0.667,0,1,0.0,0,0,0.0,0,2,2,3,0,1,1,2,4,4.3,2024-10-31
Grayson Allen,PHO,LAC,W,18.92,1,8,0.125,0,5,0.0,0,0,0.0,0,5,5,3,4,0,0,1,2,4.0,2024-10-31
Dwight Powell,DAL,HOU,L,6.33,1,1,1.0,0,0,0.0,2,2,1.0,2,0,2,0,0,0,1,1,4,3.7,2024-10-31
Gary Trent,MIL,MEM,L,18.15,4,12,0.333,0,7,0.0,1,1,1.0,0,2,2,0,1,0,0,1,9,3.4,2024-10-31
Brice Sensabaugh,UTA,SAS,L,14.52,2,3,0.667,1,2,0.5,0,0,0.0,0,3,3,1,0,0,2,0,5,3.3,2024-10-31
Steven Adams,HOU,DAL,W,9.97,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,3,1,0,0,2,0,3.0,2024-10-31
Ryan Rollins,MIL,MEM,L,4.73,1,2,0.5,1,2,0.5,1,2,0.5,0,0,0,1,0,1,1,0,4,3.0,2024-10-31
Spencer Dinwiddie,DAL,HOU,L,12.25,0,5,0.0,0,3,0.0,4,4,1.0,0,1,1,3,0,0,0,0,4,2.9,2024-10-31
Cam Whitmore,HOU,DAL,W,7.52,2,6,0.333,1,2,0.5,1,2,0.5,1,0,1,1,0,0,1,1,6,2.2,2024-10-31
Oso Ighodaro,PHO,LAC,W,4.58,1,1,1.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,1,2,2.0,2024-10-31
Reed Sheppard,HOU,DAL,W,5.25,1,1,1.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,2,2.0,2024-10-31
Andre Jackson,MIL,MEM,L,18.78,1,2,0.5,0,1,0.0,0,2,0.0,1,4,5,1,2,1,2,5,2,1.5,2024-10-31
Jaden Hardy,DAL,HOU,L,11.27,1,3,0.333,0,1,0.0,0,0,0.0,1,1,2,1,1,0,1,2,2,1.2,2024-10-31
Jay Huff,MEM,MIL,W,16.58,1,4,0.25,0,2,0.0,2,2,1.0,0,2,2,1,0,1,1,4,4,1.0,2024-10-31
Liam Robbins,MIL,MEM,L,4.73,1,1,1.0,0,0,0.0,0,2,0.0,0,0,0,0,0,0,0,0,2,0.9,2024-10-31
Colin Castleton,MEM,MIL,W,1.72,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,0,0,0,0.7,2024-10-31
MarJon Beauchamp,MIL,MEM,L,4.73,1,3,0.333,0,1,0.0,0,0,0.0,1,1,2,0,0,0,1,0,2,0.3,2024-10-31
Sidy Cissoko,SAS,UTA,W,0.43,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,1,0,0.3,2024-10-31
Cody Williams,UTA,SAS,L,23.62,0,6,0.0,0,5,0.0,2,2,1.0,1,4,5,2,0,0,1,0,2,0.1,2024-10-31
Charles Bassey,SAS,UTA,W,0.43,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2024-10-31
Kai Jones,LAC,PHO,L,9.77,0,1,0.0,0,0,0.0,0,0,0.0,1,1,2,0,0,1,1,0,0,0.0,2024-10-31
Damian Lillard,MIL,MEM,L,33.35,1,12,0.083,0,6,0.0,2,2,1.0,1,1,2,6,1,0,1,3,4,0.0,2024-10-31
Fred VanVleet,HOU,DAL,W,39.3,2,13,0.154,0,7,0.0,0,0,0.0,2,3,5,4,0,0,0,3,4,-0.4,2024-10-31
A.J. Green,MIL,MEM,L,4.73,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-0.7,2024-10-31
Yuki Kawamura,MEM,MIL,W,2.92,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-0.7,2024-10-31
Monte Morris,PHO,LAC,W,3.45,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-0.7,2024-10-31
Jordan Clarkson,UTA,SAS,L,21.12,1,6,0.167,0,4,0.0,1,2,0.5,0,3,3,1,2,0,3,1,3,-1.0,2024-10-31
Pat Connaughton,MIL,MEM,L,15.92,1,7,0.143,1,5,0.2,0,0,0.0,0,3,3,2,0,0,1,2,3,-1.0,2024-10-31
Quentin Grimes,DAL,HOU,L,10.18,0,1,0.0,0,1,0.0,1,3,0.333,0,1,1,0,0,0,0,2,1,-1.0,2024-10-31
Tyler Smith,MIL,MEM,L,4.73,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,2,0,-1.8,2024-10-31
Johnny Juzang,UTA,SAS,L,13.32,0,2,0.0,0,1,0.0,0,0,0.0,0,2,2,0,0,0,1,1,0,-2.2,2024-10-31
Zach Collins,SAS,UTA,W,11.17,0,3,0.0,0,1,0.0,0,0,0.0,1,1,2,0,0,0,1,1,0,-2.5,2024-10-31
Blake Wesley,SAS,UTA,W,5.45,0,2,0.0,0,2,0.0,0,0,0.0,0,0,0,0,0,0,2,1,0,-3.8,2024-10-31
Anthony Davis,LAL,TOR,W,35.72,14,20,0.7,0,0,0.0,10,11,0.909,1,10,11,2,3,2,3,0,38,35.7,2024-11-01
Nikola Vučević,CHI,BRK,L,33.95,10,11,0.909,3,4,0.75,5,5,1.0,3,8,11,3,1,1,0,0,28,32.6,2024-11-01
Zion Williamson,NOP,IND,W,36.9,14,20,0.7,1,2,0.5,5,8,0.625,1,5,6,10,2,0,3,3,34,31.4,2024-11-01
Nikola Jokić,DEN,MIN,L,39.7,8,16,0.5,2,3,0.667,8,10,0.8,2,7,9,13,3,1,3,1,26,30.1,2024-11-01
Aaron Gordon,DEN,MIN,L,38.05,11,18,0.611,5,7,0.714,4,5,0.8,4,7,11,2,1,0,0,2,31,28.9,2024-11-01
Jalen Brunson,NYK,DET,W,30.67,14,22,0.636,6,8,0.75,2,4,0.5,0,1,1,5,2,0,2,2,36,28.4,2024-11-01
RJ Barrett,TOR,LAL,L,31.8,14,22,0.636,3,5,0.6,2,2,1.0,1,4,5,12,0,0,4,3,33,28.3,2024-11-01
LeBron James,LAL,TOR,W,36.25,9,17,0.529,5,8,0.625,4,6,0.667,0,6,6,10,1,0,0,1,27,27.3,2024-11-01
Shai Gilgeous-Alexander,OKC,POR,W,28.38,12,18,0.667,1,6,0.167,5,6,0.833,1,6,7,6,1,0,3,1,30,26.1,2024-11-01
Jayson Tatum,BOS,CHO,W,35.63,9,19,0.474,3,9,0.333,11,13,0.846,1,10,11,3,3,1,5,1,32,25.6,2024-11-01
Jalen Suggs,ORL,CLE,L,36.55,10,20,0.5,1,7,0.143,7,8,0.875,1,7,8,7,3,1,3,2,28,25.2,2024-11-01
De'Aaron Fox,SAC,ATL,W,37.13,11,16,0.688,4,6,0.667,5,6,0.833,0,7,7,3,4,0,6,3,31,24.8,2024-11-01
DeMar DeRozan,SAC,ATL,W,38.78,9,16,0.563,1,1,1.0,8,10,0.8,1,7,8,2,3,1,1,2,27,24.7,2024-11-01
Gradey Dick,TOR,LAL,L,31.58,13,26,0.5,5,11,0.455,0,0,0.0,2,5,7,3,1,0,1,2,31,22.2,2024-11-01
OG Anunoby,NYK,DET,W,32.78,8,15,0.533,3,5,0.6,2,2,1.0,2,2,4,6,2,0,0,0,21,21.9,2024-11-01
Jakob Poeltl,TOR,LAL,L,35.1,9,14,0.643,0,0,0.0,1,1,1.0,6,6,12,6,0,3,2,3,19,21.9,2024-11-01
Karl-Anthony Towns,NYK,DET,W,27.47,8,18,0.444,3,6,0.5,2,3,0.667,3,8,11,7,2,1,1,1,21,21.9,2024-11-01
Jalen Williams,OKC,POR,W,26.27,8,12,0.667,4,6,0.667,2,2,1.0,1,4,5,4,4,0,3,2,22,21.7,2024-11-01
Cam Thomas,BRK,CHI,W,31.75,11,23,0.478,4,11,0.364,6,7,0.857,0,0,0,4,1,0,2,1,32,21.3,2024-11-01
Michael Porter,DEN,MIN,L,38.88,11,18,0.611,3,7,0.429,1,2,0.5,2,4,6,4,2,0,3,2,26,21.0,2024-11-01
Anthony Edwards,MIN,DEN,W,38.3,11,23,0.478,7,14,0.5,0,0,0.0,0,4,4,4,1,1,2,1,29,20.6,2024-11-01
Jaylen Brown,BOS,CHO,W,36.5,8,19,0.421,0,6,0.0,9,10,0.9,3,3,6,5,1,1,1,3,25,20.5,2024-11-01
Julius Randle,MIN,DEN,W,36.55,8,13,0.615,2,5,0.4,5,5,1.0,1,5,6,7,0,0,3,3,23,20.0,2024-11-01
Rudy Gobert,MIN,DEN,W,35.97,7,10,0.7,0,0,0.0,3,4,0.75,4,10,14,3,1,2,2,3,17,19.5,2024-11-01
Brandon Ingram,NOP,IND,W,35.3,10,25,0.4,3,8,0.375,3,3,1.0,2,4,6,7,1,2,2,3,26,19.2,2024-11-01
Garrison Mathews,ATL,SAC,L,29.6,8,15,0.533,7,13,0.538,0,0,0.0,0,1,1,2,2,1,0,3,23,18.9,2024-11-01
Cade Cunningham,DET,NYK,L,32.08,10,19,0.526,2,4,0.5,0,0,0.0,0,6,6,6,0,1,1,1,22,18.0,2024-11-01
Darius Garland,CLE,ORL,W,28.55,8,16,0.5,3,9,0.333,6,6,1.0,1,2,3,4,1,1,3,5,25,17.8,2024-11-01
Trae Young,ATL,SAC,L,42.3,8,21,0.381,3,9,0.333,6,7,0.857,1,4,5,12,0,0,5,2,25,17.6,2024-11-01
Tre Mann,CHO,BOS,L,29.52,10,18,0.556,3,6,0.5,0,0,0.0,1,3,4,5,0,1,3,0,23,17.2,2024-11-01
Austin Reaves,LAL,TOR,W,34.3,4,13,0.308,0,6,0.0,12,14,0.857,0,1,1,6,2,1,1,3,20,16.7,2024-11-01
Mikal Bridges,NYK,DET,W,34.67,6,13,0.462,3,6,0.5,0,0,0.0,0,7,7,3,3,1,0,0,15,16.2,2024-11-01
LaMelo Ball,CHO,BOS,L,31.13,12,25,0.48,5,14,0.357,2,3,0.667,0,2,2,4,1,0,4,6,31,15.9,2024-11-01
Tristan Da Silva,ORL,CLE,L,20.13,6,8,0.75,3,3,1.0,2,3,0.667,2,3,5,2,0,0,0,3,17,15.9,2024-11-01
Ben Sheppard,IND,NOP,L,32.95,7,12,0.583,6,11,0.545,0,0,0.0,0,3,3,1,0,0,0,1,20,15.6,2024-11-01
Jordan Hawkins,NOP,IND,W,36.72,7,17,0.412,2,8,0.25,7,8,0.875,0,4,4,1,0,0,0,1,23,15.0,2024-11-01
Clint Capela,ATL,SAC,L,28.8,7,9,0.778,0,0,0.0,1,1,1.0,3,7,10,1,0,0,0,4,15,14.8,2024-11-01
Cameron Johnson,BRK,CHI,W,31.75,5,11,0.455,2,7,0.286,2,2,1.0,0,6,6,5,1,0,0,1,14,14.2,2024-11-01
D'Angelo Russell,LAL,TOR,W,32.47,7,13,0.538,3,6,0.5,2,2,1.0,0,3,3,6,0,0,2,4,19,14.2,2024-11-01
Josh Hart,NYK,DET,W,37.08,6,9,0.667,1,3,0.333,0,0,0.0,3,6,9,4,2,0,3,2,13,14.0,2024-11-01
Naz Reid,MIN,DEN,W,23.48,7,10,0.7,1,3,0.333,1,1,1.0,1,2,3,2,0,3,1,4,16,14.0,2024-11-01
Jalen Johnson,ATL,SAC,L,36.0,4,10,0.4,2,6,0.333,4,6,0.667,1,4,5,9,2,0,3,3,14,13.8,2024-11-01
Donovan Mitchell,CLE,ORL,W,22.07,9,15,0.6,2,5,0.4,2,2,1.0,0,3,3,1,0,0,1,5,22,13.7,2024-11-01
Coby White,CHI,BRK,L,34.32,6,13,0.462,5,9,0.556,4,5,0.8,1,3,4,4,0,0,3,4,21,13.7,2024-11-01
Tobias Harris,DET,NYK,L,25.55,5,8,0.625,1,2,0.5,2,2,1.0,0,8,8,3,1,3,3,1,13,13.6,2024-11-01
Domantas Sabonis,SAC,ATL,W,33.18,5,11,0.455,0,0,0.0,5,5,1.0,3,11,14,6,0,0,3,6,15,13.5,2024-11-01
Bennedict Mathurin,IND,NOP,L,32.27,7,15,0.467,1,2,0.5,4,5,0.8,2,4,6,3,0,0,1,3,19,13.4,2024-11-01
Ben Simmons,BRK,CHI,W,25.57,4,5,0.8,0,0,0.0,0,0,0.0,0,8,8,11,0,2,3,3,8,13.4,2024-11-01
Brandon Boston,NOP,IND,W,22.8,6,9,0.667,2,4,0.5,0,0,0.0,0,2,2,2,2,0,0,2,14,13.3,2024-11-01
Cason Wallace,OKC,POR,W,22.75,5,7,0.714,3,5,0.6,0,0,0.0,0,1,1,3,1,1,1,0,13,13.2,2024-11-01
Jose Alvarado,NOP,IND,W,32.42,5,12,0.417,2,5,0.4,0,0,0.0,1,5,6,7,2,0,0,4,12,13.1,2024-11-01
Evan Mobley,CLE,ORL,W,29.75,6,11,0.545,1,3,0.333,1,1,1.0,1,11,12,3,1,1,3,1,14,13.1,2024-11-01
Pascal Siakam,IND,NOP,L,31.72,7,13,0.538,2,5,0.4,0,0,0.0,1,4,5,6,1,1,2,6,16,13.1,2024-11-01
Aaron Wiggins,OKC,POR,W,22.95,5,10,0.5,3,5,0.6,0,0,0.0,4,4,8,2,1,0,1,1,13,13.0,2024-11-01
Nic Claxton,BRK,CHI,W,24.47,6,8,0.75,0,0,0.0,0,0,0.0,4,5,9,2,1,0,1,4,12,12.9,2024-11-01
Deandre Ayton,POR,OKC,L,28.07,7,11,0.636,0,0,0.0,0,0,0.0,3,2,5,2,2,0,2,1,14,12.8,2024-11-01
Keegan Murray,SAC,ATL,W,38.87,6,12,0.5,1,6,0.167,1,1,1.0,3,7,10,3,0,1,1,3,14,12.8,2024-11-01
Keon Johnson,BRK,CHI,W,8.8,5,6,0.833,2,2,1.0,0,0,0.0,0,3,3,1,1,1,0,1,12,12.7,2024-11-01
Keon Ellis,SAC,ATL,W,19.4,4,5,0.8,2,3,0.667,2,2,1.0,1,0,1,2,0,1,0,1,12,12.5,2024-11-01
Jerami Grant,POR,OKC,L,28.28,5,11,0.455,3,7,0.429,4,5,0.8,0,3,3,2,0,1,1,1,17,12.5,2024-11-01
Derrick White,BOS,CHO,W,35.08,6,16,0.375,3,10,0.3,2,2,1.0,0,2,2,5,1,1,0,4,17,12.4,2024-11-01
Zach LaVine,CHI,BRK,L,33.95,7,17,0.412,5,9,0.556,2,2,1.0,0,1,1,2,1,0,2,1,21,12.2,2024-11-01
Keaton Wallace,ATL,SAC,L,29.3,5,9,0.556,4,8,0.5,0,0,0.0,0,3,3,3,1,1,1,3,14,12.2,2024-11-01
Tyrese Haliburton,IND,NOP,L,33.4,2,8,0.25,1,6,0.167,6,6,1.0,1,1,2,11,0,0,2,2,11,12.1,2024-11-01
Nickeil Alexander-Walker,MIN,DEN,W,23.63,2,6,0.333,2,4,0.5,2,2,1.0,0,2,2,5,3,1,0,1,8,12.0,2024-11-01
Onyeka Okongwu,ATL,SAC,L,19.2,4,5,0.8,0,1,0.0,3,4,0.75,1,3,4,1,1,1,0,2,11,11.9,2024-11-01
T.J. McConnell,IND,NOP,L,21.82,5,9,0.556,0,1,0.0,0,0,0.0,0,3,3,9,1,0,2,1,10,11.5,2024-11-01
Neemias Queta,BOS,CHO,W,24.48,6,6,1.0,0,0,0.0,0,0,0.0,4,2,6,1,0,0,2,2,12,11.5,2024-11-01
Toumani Camara,POR,OKC,L,24.35,4,7,0.571,3,5,0.6,2,2,1.0,0,3,3,2,2,0,2,2,13,11.2,2024-11-01
Luguentz Dort,OKC,POR,W,25.47,3,9,0.333,1,4,0.25,1,1,1.0,1,4,5,2,4,2,0,1,8,11.2,2024-11-01
Rayan Rupert,POR,OKC,L,22.87,5,9,0.556,4,7,0.571,0,0,0.0,0,2,2,0,1,1,0,2,14,11.2,2024-11-01
Aaron Nesmith,IND,NOP,L,10.07,5,5,1.0,2,2,1.0,0,0,0.0,0,1,1,1,0,0,1,0,12,10.5,2024-11-01
Dennis Schröder,BRK,CHI,W,33.17,4,12,0.333,1,3,0.333,0,0,0.0,1,6,7,7,3,0,2,1,9,10.2,2024-11-01
Moritz Wagner,ORL,CLE,L,27.57,5,9,0.556,0,2,0.0,4,7,0.571,0,5,5,0,2,0,2,0,14,10.0,2024-11-01
Jrue Holiday,BOS,CHO,W,31.95,5,12,0.417,3,6,0.5,1,2,0.5,0,5,5,1,1,0,0,2,14,9.6,2024-11-01
Tidjane Salaün ,CHO,BOS,L,19.02,3,5,0.6,3,5,0.6,0,0,0.0,1,5,6,1,0,0,0,0,9,9.6,2024-11-01
Payton Pritchard,BOS,CHO,W,27.83,1,6,0.167,0,5,0.0,5,6,0.833,0,2,2,3,5,0,1,0,7,9.5,2024-11-01
Dalano Banton,POR,OKC,L,9.25,3,3,1.0,0,0,0.0,5,7,0.714,0,0,0,3,0,1,2,2,11,9.3,2024-11-01
Franz Wagner,ORL,CLE,L,30.07,8,19,0.421,0,2,0.0,1,3,0.333,2,6,8,6,1,0,4,3,17,9.3,2024-11-01
Caris LeVert,CLE,ORL,W,22.33,5,12,0.417,2,7,0.286,1,2,0.5,0,3,3,7,0,0,2,2,13,9.2,2024-11-01
Ty Jerome,CLE,ORL,W,21.0,3,9,0.333,1,3,0.333,2,2,1.0,0,6,6,2,2,0,0,0,9,9.1,2024-11-01
Christian Braun,DEN,MIN,L,35.75,5,11,0.455,1,3,0.333,3,3,1.0,2,5,7,2,0,0,2,4,14,9.0,2024-11-01
Noah Clowney,BRK,CHI,W,15.12,2,4,0.5,0,2,0.0,3,4,0.75,2,2,4,1,0,2,0,0,7,8.7,2024-11-01
Luke Kornet,BOS,CHO,W,23.52,2,2,1.0,0,0,0.0,1,2,0.5,2,2,4,1,1,2,0,1,5,8.7,2024-11-01
Miles McBride,NYK,DET,W,28.33,4,12,0.333,2,8,0.25,0,1,0.0,1,2,3,2,4,0,0,2,10,8.7,2024-11-01
Moussa Diabaté,CHO,BOS,L,15.78,3,4,0.75,0,0,0.0,1,2,0.5,6,1,7,1,0,0,1,2,7,8.4,2024-11-01
Javonte Green,NOP,IND,W,18.82,3,4,0.75,1,1,1.0,0,0,0.0,0,4,4,0,1,1,0,0,7,8.3,2024-11-01
Miles Bridges,CHO,BOS,L,31.33,5,16,0.313,2,10,0.2,2,3,0.667,0,7,7,3,1,0,1,1,14,8.2,2024-11-01
Ousmane Dieng,OKC,POR,W,19.32,4,10,0.4,1,5,0.2,2,2,1.0,1,2,3,2,0,1,0,2,11,8.2,2024-11-01
Isaiah Joe,OKC,POR,W,26.58,4,9,0.444,3,8,0.375,1,2,0.5,0,5,5,2,2,0,2,4,12,8.2,2024-11-01
Simone Fontecchio,DET,NYK,L,19.93,5,7,0.714,2,4,0.5,0,1,0.0,0,4,4,0,0,0,2,0,12,7.9,2024-11-01
Malik Monk,SAC,ATL,W,28.88,3,9,0.333,0,3,0.0,3,4,0.75,0,4,4,6,0,0,1,0,9,7.9,2024-11-01
Anfernee Simons,POR,OKC,L,28.47,1,8,0.125,1,3,0.333,6,6,1.0,0,4,4,6,0,1,2,0,9,7.9,2024-11-01
Max Christie,LAL,TOR,W,13.25,1,1,1.0,0,0,0.0,5,5,1.0,2,3,5,1,0,0,2,0,7,7.7,2024-11-01
Isaiah Jackson,IND,NOP,L,15.58,3,3,1.0,0,0,0.0,0,2,0.0,0,8,8,1,0,1,0,1,6,7.7,2024-11-01
Jonathan Mogbo,TOR,LAL,L,20.95,2,6,0.333,0,1,0.0,2,3,0.667,4,2,6,3,2,0,0,5,6,7.7,2024-11-01
Dorian Finney-Smith,BRK,CHI,W,27.58,4,8,0.5,1,4,0.25,0,0,0.0,1,4,5,0,2,1,0,5,9,7.6,2024-11-01
Chet Holmgren,OKC,POR,W,18.38,1,3,0.333,0,2,0.0,4,4,1.0,0,1,1,3,1,5,2,4,6,7.6,2024-11-01
Donte DiVincenzo,MIN,DEN,W,24.93,2,7,0.286,2,7,0.286,1,2,0.5,1,7,8,6,1,0,3,1,7,7.1,2024-11-01
Sam Hauser,BOS,CHO,W,17.52,2,3,0.667,2,3,0.667,0,0,0.0,1,4,5,2,0,0,1,0,6,7.0,2024-11-01
Jaxson Hayes,LAL,TOR,W,15.03,1,1,1.0,0,0,0.0,2,2,1.0,3,3,6,0,0,2,0,3,4,6.9,2024-11-01
Jett Howard,ORL,CLE,L,17.45,3,7,0.429,3,6,0.5,0,0,0.0,0,3,3,0,0,1,0,0,9,6.9,2024-11-01
David Roddy,ATL,SAC,L,27.32,3,10,0.3,2,6,0.333,0,0,0.0,0,8,8,2,2,1,1,2,8,6.9,2024-11-01
Luke Travers,CLE,ORL,W,3.97,1,1,1.0,0,0,0.0,2,2,1.0,1,1,2,2,0,1,0,0,4,6.8,2024-11-01
Ziaire Williams,BRK,CHI,W,19.52,5,9,0.556,0,2,0.0,0,0,0.0,1,2,3,0,1,0,0,3,10,6.8,2024-11-01
Seth Curry,CHO,BOS,L,18.6,3,3,1.0,2,2,1.0,0,0,0.0,0,2,2,0,1,0,0,5,8,6.7,2024-11-01
Yves Missi,NOP,IND,W,26.17,2,5,0.4,0,0,0.0,0,0,0.0,6,4,10,0,0,1,0,2,4,6.6,2024-11-01
Isaac Okoro,CLE,ORL,W,19.35,3,7,0.429,2,4,0.5,1,2,0.5,1,0,1,0,1,0,0,0,9,6.6,2024-11-01
Kentavious Caldwell-Pope,ORL,CLE,L,27.5,2,3,0.667,1,2,0.5,2,2,1.0,0,1,1,1,1,0,0,3,7,6.5,2024-11-01
Dillon Jones,OKC,POR,W,11.82,3,5,0.6,1,3,0.333,0,0,0.0,2,2,4,2,0,0,0,4,7,6.5,2024-11-01
Davion Mitchell,TOR,LAL,L,30.93,4,9,0.444,2,6,0.333,0,0,0.0,0,3,3,5,0,2,3,4,10,6.5,2024-11-01
Mike Conley,MIN,DEN,W,26.32,2,7,0.286,2,5,0.4,3,4,0.75,0,0,0,5,1,0,1,4,9,6.4,2024-11-01
Josh Giddey,CHI,BRK,L,33.38,5,17,0.294,0,4,0.0,1,4,0.25,3,3,6,8,2,0,4,1,11,6.1,2024-11-01
Paul Reed,DET,NYK,L,7.48,2,5,0.4,0,1,0.0,1,1,1.0,1,1,2,1,1,2,0,1,5,6.0,2024-11-01
Chris Boucher,TOR,LAL,L,13.93,3,6,0.5,0,3,0.0,3,4,0.75,0,2,2,1,0,0,0,3,9,5.7,2024-11-01
Scoot Henderson,POR,OKC,L,24.58,3,8,0.375,1,4,0.25,1,2,0.5,1,2,3,5,0,0,2,1,8,5.6,2024-11-01
